time,ax,ay,az
19.848,1.25,0.35,3.23
19.849,1.37,0.30,3.22
19.849,1.53,0.25,3.20
19.850,1.77,0.28,3.20
19.850,2.01,0.28,3.19
19.851,2.23,0.28,3.19
19.852,2.44,0.32,3.13
19.853,2.56,0.42,3.08
19.859,2.55,0.53,3.03
19.866,2.52,0.57,2.92
19.869,2.46,0.57,2.81
19.874,2.34,0.62,2.70
19.878,2.19,0.67,2.56
19.884,2.04,0.66,2.39
19.889,1.97,0.70,2.11
19.896,1.81,0.76,1.90
19.898,1.66,0.80,1.83
19.906,1.61,0.79,1.74
19.908,1.49,0.77,1.68
19.913,1.35,0.86,1.61
19.919,1.18,0.86,1.63
19.930,1.06,0.80,1.48
19.932,0.98,0.83,1.33
19.933,0.81,0.88,1.20
19.939,0.62,0.91,1.16
19.943,0.56,0.90,1.22
19.948,0.41,0.89,1.29
19.957,0.37,1.00,1.20
19.959,0.31,1.01,1.09
19.964,0.19,0.98,0.89
19.969,0.22,0.98,0.61
19.974,0.18,0.91,0.34
19.979,0.19,0.83,0.09
19.987,0.18,0.74,-0.25
19.989,0.07,0.65,-0.49
19.994,0.08,0.57,-0.75
19.999,0.03,0.49,-0.88
20.006,-0.00,0.43,-0.88
20.009,-0.01,0.38,-0.90
20.018,-0.11,0.23,-0.85
20.046,-0.29,0.10,-0.89
20.048,-0.34,0.02,-0.89
20.049,-0.43,-0.11,-1.04
20.050,-0.67,-0.19,-1.30
20.051,-0.76,-0.31,-1.62
20.051,-0.95,-0.41,-2.19
20.052,-1.31,-0.53,-2.68
20.054,-1.51,-0.58,-2.95
20.059,-1.55,-0.81,-3.02
20.065,-1.50,-1.02,-3.08
20.070,-1.55,-1.19,-2.83
20.077,-1.69,-1.30,-2.59
20.079,-1.70,-1.54,-2.25
20.084,-1.72,-1.69,-1.81
20.089,-1.68,-2.00,-1.50
20.094,-1.77,-2.17,-1.30
20.099,-1.42,-1.96,-0.96
20.109,-1.03,-2.06,-0.92
20.111,-0.78,-2.09,-1.10
20.115,-0.65,-2.05,-1.40
20.120,-0.68,-2.18,-1.57
20.136,-0.20,-1.85,-1.30
20.137,0.08,-1.37,-0.99
20.149,0.26,-0.90,-0.59
20.150,0.67,-0.25,-0.31
20.150,0.84,0.26,-0.09
20.150,0.97,0.65,0.25
20.155,0.98,0.85,0.66
20.160,1.07,1.03,1.23
20.165,1.24,1.26,1.55
20.170,1.32,1.56,1.89
20.175,1.20,1.84,1.83
20.180,0.99,2.04,1.69
20.185,0.97,2.33,1.85
20.191,1.09,2.43,2.24
20.195,1.09,2.50,2.53
20.200,1.38,2.33,2.99
20.223,1.98,2.02,3.39
20.224,2.61,1.40,3.67
20.224,3.29,0.83,3.71
20.225,3.77,-0.03,3.71
20.226,4.15,-0.34,3.53
20.230,4.18,-1.33,2.90
20.235,4.13,-2.76,2.50
20.240,3.51,-3.71,1.87
20.245,2.86,-4.53,1.12
20.251,2.00,-4.95,0.27
20.255,0.79,-5.11,-0.77
20.261,-0.37,-5.22,-1.70
20.266,-1.49,-5.14,-1.99
20.271,-2.34,-5.45,-1.95
20.277,-2.77,-5.73,-1.78
20.278,-2.68,-5.93,-1.52
20.281,-2.03,-6.07,-1.01
20.286,-1.48,-6.57,-0.88
20.291,-0.68,-6.83,-0.38
20.299,-0.31,-7.58,0.20
20.301,0.17,-7.24,1.20
20.339,0.76,-6.52,2.51
20.340,1.05,-4.60,3.13
20.340,1.35,-2.26,3.36
20.341,1.69,-0.17,3.69
20.341,2.07,1.39,3.88
20.342,2.29,2.38,4.31
20.342,2.72,2.95,4.55
20.342,3.00,3.18,4.68
20.346,3.12,3.12,4.86
20.351,3.35,2.93,4.87
20.356,3.54,2.68,4.80
20.361,3.71,2.24,4.48
20.366,3.78,2.18,4.61
20.371,3.57,1.58,4.30
20.376,2.97,0.71,3.86
20.381,2.42,-0.11,3.45
20.386,1.67,-1.19,3.14
20.397,1.04,-2.10,2.81
20.398,0.53,-2.58,2.76
20.402,-0.11,-2.93,2.51
20.449,-0.50,-3.29,2.26
20.451,-1.08,-3.23,2.17
20.452,-1.42,-2.93,2.26
20.453,-1.76,-2.49,2.19
20.453,-1.84,-2.10,2.22
20.454,-1.97,-1.56,2.36
20.455,-1.99,-1.15,2.55
20.456,-2.05,-0.71,2.74
20.456,-1.91,-0.37,2.88
20.457,-1.56,-0.12,2.99
20.458,-1.19,-0.01,3.08
20.462,-0.81,0.10,3.12
20.467,-0.51,0.19,3.10
20.472,-0.23,0.09,2.87
20.477,-0.03,0.02,2.67
20.482,0.23,0.03,2.45
20.487,0.50,-0.07,2.16
20.494,0.76,-0.25,1.94
20.497,1.04,-0.53,1.73
20.502,1.29,-0.82,1.62
20.550,1.46,-1.08,1.54
20.551,1.55,-1.21,1.52
20.552,1.57,-1.25,1.53
20.553,1.52,-1.16,1.62
20.553,1.45,-1.08,1.64
20.554,1.47,-0.94,1.60
20.555,1.42,-0.78,1.63
20.556,1.28,-0.52,1.64
20.556,1.16,-0.25,1.57
20.557,1.02,-0.11,1.50
20.558,0.87,-0.06,1.52
20.562,0.80,-0.07,1.56
20.567,0.80,-0.18,1.58
20.572,0.80,-0.30,1.50
20.577,0.71,-0.45,1.49
20.583,0.63,-0.61,1.43
20.588,0.55,-0.73,1.34
20.596,0.45,-0.78,1.23
20.598,0.35,-0.81,1.17
20.603,0.29,-0.89,1.13
20.641,0.25,-0.95,1.00
20.643,0.15,-0.98,0.89
20.644,-0.01,-1.01,0.77
20.644,-0.14,-0.92,0.66
20.646,-0.23,-0.77,0.65
20.646,-0.35,-0.65,0.58
20.647,-0.49,-0.50,0.54
20.647,-0.62,-0.42,0.61
20.648,-0.71,-0.36,0.69
20.653,-0.68,-0.28,0.71
20.658,-0.57,-0.27,0.75
20.663,-0.36,-0.32,0.91
20.668,-0.14,-0.32,1.05
20.673,0.04,-0.33,1.11
20.678,0.27,-0.38,1.14
20.683,0.52,-0.44,1.18
20.688,0.81,-0.44,1.20
20.695,1.09,-0.43,1.12
20.699,1.33,-0.45,0.95
20.704,1.52,-0.50,0.79
20.748,1.67,-0.55,0.70
20.749,1.67,-0.58,0.63
20.750,1.63,-0.58,0.65
20.750,1.54,-0.55,0.64
20.751,1.43,-0.47,0.66
20.751,1.29,-0.35,0.62
20.752,1.12,-0.27,0.63
20.753,0.98,-0.17,0.64
20.753,0.88,-0.17,0.50
20.754,0.76,-0.21,0.59
20.759,0.63,-0.20,0.70
20.764,0.51,-0.10,0.77
20.769,0.43,-0.10,0.89
20.774,0.40,-0.14,1.03
20.779,0.40,-0.24,0.91
20.784,0.35,-0.32,0.82
20.789,0.31,-0.41,0.75
20.799,0.21,-0.42,0.67
20.811,0.17,-0.45,0.62
20.813,0.15,-0.58,0.52
20.814,0.15,-0.51,0.57
20.815,0.16,-0.37,0.56
20.819,0.18,-0.39,0.57
20.824,0.22,-0.39,0.50
20.853,0.21,-0.33,0.43
20.855,0.28,-0.29,0.33
20.856,0.33,-0.32,0.32
20.857,0.30,-0.28,0.22
20.858,0.32,-0.23,0.28
20.859,0.31,-0.29,0.29
20.861,0.30,-0.33,0.35
20.865,0.37,-0.29,0.37
20.869,0.38,-0.31,0.39
20.874,0.44,-0.34,0.47
20.880,0.38,-0.33,0.41
20.884,0.39,-0.38,0.42
20.890,0.46,-0.40,0.54
20.897,0.55,-0.35,0.55
20.900,0.48,-0.26,0.49
20.904,0.54,-0.21,0.51
20.941,0.64,-0.21,0.44
20.942,0.71,-0.22,0.37
20.943,0.74,-0.34,0.35
20.944,0.63,-0.46,0.39
20.944,0.61,-0.43,0.40
20.945,0.57,-0.52,0.40
20.946,0.55,-0.46,0.43
20.946,0.46,-0.57,0.42
20.950,0.44,-0.53,0.40
20.955,0.34,-0.59,0.43
20.960,0.27,-0.59,0.37
20.965,0.19,-0.60,0.41
20.970,0.10,-0.62,0.37
20.975,0.03,-0.78,0.52
20.980,-0.06,-0.61,0.56
20.985,-0.03,-0.69,0.54
20.990,-0.02,-0.80,0.42
20.995,0.02,-0.71,0.59
21.000,0.10,-0.74,0.51
21.005,0.23,-0.65,0.54
21.011,0.43,-0.53,0.62
21.025,0.63,-0.31,0.75
21.026,0.63,-0.15,0.95
21.027,0.72,-0.14,1.04
21.031,0.73,0.03,1.08
21.035,0.64,0.17,1.10
21.040,0.63,0.30,1.16
21.045,0.67,0.40,1.29
21.050,0.50,0.36,1.38
21.055,0.43,0.43,1.32
21.061,0.45,0.32,1.27
21.065,0.33,0.23,1.16
21.070,0.30,0.05,1.24
21.076,0.07,-0.15,1.18
21.081,0.05,-0.27,1.13
21.086,-0.02,-0.32,0.98
21.087,-0.14,-0.52,0.97
21.091,-0.19,-0.56,0.88
21.099,-0.20,-0.61,0.73
21.101,-0.21,-0.59,0.67
21.106,-0.29,-0.49,0.69
21.111,-0.34,-0.35,0.57
21.147,-0.36,-0.33,0.43
21.148,-0.43,-0.14,0.34
21.149,-0.38,-0.17,0.20
21.149,-0.42,-0.18,0.15
21.150,-0.39,-0.03,0.16
21.150,-0.24,-0.17,0.11
21.151,-0.19,-0.24,0.14
21.151,-0.04,-0.27,0.19
21.156,0.03,-0.24,0.27
21.161,0.15,-0.35,0.27
21.166,0.17,-0.40,0.40
21.171,0.21,-0.36,0.35
21.176,0.31,-0.40,0.51
21.181,0.36,-0.33,0.62
21.186,0.31,-0.31,0.58
21.192,0.35,-0.27,0.60
21.200,0.47,-0.25,0.53
21.203,0.40,-0.29,0.56
21.206,0.44,-0.19,0.46
21.247,0.55,-0.17,0.39
21.248,0.59,-0.22,0.44
21.249,0.61,-0.29,0.37
21.251,0.67,-0.26,0.25
21.251,0.66,-0.27,0.25
21.252,0.66,-0.30,0.31
21.253,0.67,-0.38,0.28
21.254,0.63,-0.40,0.23
21.254,0.68,-0.31,0.22
21.257,0.76,-0.31,0.22
21.262,0.74,-0.35,0.28
21.267,0.65,-0.43,0.21
21.272,0.50,-0.45,0.28
21.277,0.47,-0.41,0.23
21.282,0.42,-0.36,0.19
21.287,0.26,-0.33,0.13
21.292,0.17,-0.41,0.23
21.301,0.11,-0.41,0.21
21.302,0.05,-0.45,0.16
21.307,0.00,-0.50,0.26
21.312,0.03,-0.57,0.40
21.334,0.11,-0.64,0.51
21.335,0.17,-0.66,0.59
21.335,0.23,-0.55,0.58
21.336,0.29,-0.45,0.55
21.337,0.22,-0.34,0.38
21.342,0.23,-0.16,0.26
21.347,0.19,0.06,0.21
21.352,0.09,0.23,0.12
21.357,0.04,0.34,0.00
21.362,0.10,0.32,-0.05
21.367,0.18,0.21,-0.04
21.372,0.36,0.06,-0.02
21.377,0.59,-0.24,0.03
21.383,0.73,-0.52,0.07
21.388,0.73,-0.70,0.10
21.393,0.57,-0.77,0.15
21.400,0.45,-0.74,0.17
21.403,0.43,-0.68,0.21
21.408,0.48,-0.68,0.30
21.413,0.61,-0.80,0.45
21.432,0.72,-0.87,0.54
21.433,0.73,-0.78,0.50
21.434,0.63,-0.52,0.49
21.434,0.53,-0.28,0.48
21.438,0.50,-0.14,0.43
21.443,0.49,-0.06,0.46
21.448,0.47,-0.07,0.45
21.453,0.36,-0.00,0.43
21.458,0.28,0.10,0.42
21.463,0.32,0.05,0.36
21.468,0.31,-0.04,0.33
21.473,0.24,-0.13,0.29
21.478,0.24,-0.22,0.24
21.483,0.22,-0.18,0.13
21.488,0.10,-0.12,-0.03
21.493,-0.06,0.03,-0.14
21.500,-0.13,0.30,-0.27
21.503,-0.10,0.42,-0.44
21.510,0.08,0.20,-0.52
21.513,0.27,-0.05,-0.46
21.542,0.39,-0.36,-0.38
21.543,0.50,-0.57,-0.28
21.543,0.52,-0.76,-0.12
21.544,0.58,-0.96,0.02
21.544,0.63,-1.06,0.18
21.544,0.43,-0.94,0.20
21.548,0.30,-0.80,0.19
21.553,0.20,-0.64,0.25
21.558,0.21,-0.52,0.25
21.563,0.25,-0.54,0.24
21.569,0.34,-0.52,0.26
21.574,0.44,-0.38,0.25
21.579,0.49,-0.24,0.19
21.584,0.57,-0.22,0.08
21.589,0.63,-0.24,0.06
21.593,0.63,-0.15,0.07
21.600,0.75,-0.21,0.02
21.604,0.80,-0.39,0.03
21.609,0.86,-0.61,0.09
21.614,0.98,-0.80,0.15
21.629,1.09,-0.78,0.18
21.630,0.99,-0.57,0.18
21.631,0.92,-0.40,0.11
21.635,0.94,-0.49,-0.02
21.639,0.94,-0.50,-0.14
21.644,1.01,-0.58,-0.26
21.649,1.02,-0.64,-0.34
21.654,0.93,-0.60,-0.40
21.659,0.78,-0.57,-0.51
21.664,0.54,-0.53,-0.54
21.669,0.37,-0.41,-0.56
21.674,0.14,-0.16,-0.47
21.679,-0.04,0.17,-0.31
21.684,-0.30,0.44,-0.31
21.689,-0.60,0.67,-0.22
21.694,-0.80,0.84,-0.26
21.701,-0.98,0.87,-0.24
21.704,-0.83,0.62,-0.26
21.709,-0.69,0.40,-0.07
21.719,-0.62,0.23,0.12
21.719,-0.36,0.06,0.28
21.733,-0.22,-0.14,0.35
21.734,-0.21,-0.37,0.41
21.735,-0.10,-0.57,0.42
21.740,-0.06,-0.50,0.46
21.745,-0.19,-0.44,0.62
21.750,-0.29,-0.43,0.69
21.755,-0.35,-0.38,0.45
21.760,-0.59,-0.32,0.22
21.765,-0.73,-0.15,0.26
21.770,-0.79,-0.20,0.28
21.775,-0.79,-0.31,-0.01
21.780,-0.89,-0.37,-0.05
21.785,-0.98,-0.18,-0.06
21.790,-0.90,0.11,-0.19
21.795,-0.61,0.04,-0.28
21.800,-0.55,-0.07,-0.32
21.807,-0.29,-0.19,-0.37
21.810,-0.14,-0.22,-0.32
21.815,0.02,-0.18,-0.35
21.859,0.08,-0.32,-0.31
21.860,0.17,-0.39,-0.39
21.861,0.43,-0.45,-0.29
21.861,0.60,-0.62,-0.44
21.862,0.55,-0.54,-0.62
21.862,0.70,-0.49,-0.93
21.863,1.02,-0.62,-0.84
21.864,0.93,-0.51,-0.55
21.864,0.95,-0.39,-0.57
21.865,1.04,-0.36,-0.85
21.870,1.25,-0.38,-0.83
21.876,1.30,-0.29,-0.63
21.880,1.18,-0.32,-0.35
21.886,1.02,0.07,-0.11
21.886,1.00,0.79,0.24
21.890,0.93,1.00,0.43
21.895,0.84,0.86,0.87
21.903,0.44,0.93,1.02
21.906,0.25,1.03,1.11
21.910,-0.06,1.05,1.12
21.916,-0.45,1.22,1.38
21.930,-0.87,1.23,1.25
21.932,-1.11,1.09,1.37
21.933,-1.19,0.73,1.28
21.937,-1.29,0.27,1.33
21.941,-1.41,-0.11,1.30
21.946,-1.56,-0.46,1.38
21.951,-1.61,-1.04,1.34
21.956,-1.84,-1.45,1.43
21.961,-1.63,-1.97,1.47
21.966,-1.45,-2.29,1.67
21.971,-1.25,-2.42,1.66
21.976,-0.87,-2.49,1.59
21.981,-0.12,-2.31,1.28
21.986,0.65,-2.06,0.89
21.991,1.40,-1.79,0.49
21.996,2.07,-1.46,0.02
22.006,2.66,-1.22,-0.93
22.007,3.29,-1.10,-2.46
22.011,3.57,-0.79,-3.34
22.016,3.63,-0.60,-3.19
22.039,3.46,-0.34,-2.58
22.041,3.33,-0.42,-1.64
22.042,2.96,-0.11,-1.01
22.043,2.62,0.11,-0.56
22.043,2.22,0.25,-0.40
22.047,1.73,0.38,-0.36
22.052,1.32,0.47,-0.30
22.057,0.86,0.50,-0.22
22.062,0.33,0.69,0.01
22.066,-0.07,0.98,0.20
22.072,-0.46,1.16,0.40
22.077,-0.71,1.21,0.54
22.082,-0.82,1.03,0.86
22.087,-0.93,0.86,0.94
22.092,-0.96,0.70,1.11
22.097,-0.88,0.35,1.23
22.102,-0.73,-0.02,1.20
22.107,-0.54,-0.39,1.22
22.112,-0.38,-0.78,1.17
22.117,-0.21,-1.07,1.12
22.150,-0.17,-1.21,1.03
22.151,-0.14,-1.19,0.96
22.152,-0.27,-0.97,0.89
22.152,-0.45,-0.54,0.98
22.153,-0.49,-0.11,0.87
22.153,-0.73,0.38,0.47
22.154,-1.23,0.55,-0.12
22.157,-1.52,0.32,-0.65
22.162,-1.54,-0.08,-1.03
22.167,-1.47,-0.49,-1.22
22.172,-1.40,-0.79,-1.34
22.177,-1.26,-0.97,-1.35
22.182,-1.09,-0.94,-1.11
22.187,-1.01,-0.66,-0.84
22.193,-0.90,-0.32,-0.57
22.197,-0.82,-0.03,-0.34
22.203,-0.77,0.22,-0.28
22.208,-0.50,0.26,-0.30
22.213,-0.16,0.13,-0.34
22.218,0.21,-0.01,-0.33
22.247,0.64,-0.23,-0.31
22.249,0.93,-0.54,-0.18
22.250,1.15,-0.80,0.09
22.251,1.34,-0.97,0.34
22.252,1.42,-1.04,0.53
22.253,1.29,-0.99,0.69
22.254,1.11,-0.72,0.82
22.258,1.11,-0.27,0.78
22.263,1.19,0.03,0.70
22.268,1.27,0.15,0.58
22.273,1.26,0.17,0.38
22.278,1.09,0.09,0.39
22.283,0.80,-0.09,0.52
22.288,0.54,-0.34,0.59
22.293,0.35,-0.47,0.69
22.299,0.16,-0.40,0.70
22.303,-0.13,-0.30,0.67
22.309,-0.26,-0.19,0.69
22.313,-0.22,-0.16,0.66
22.318,-0.17,-0.19,0.49
22.346,-0.04,-0.19,0.30
22.347,0.10,-0.17,0.12
22.348,0.18,-0.13,-0.04
22.349,0.14,0.02,-0.23
22.350,0.09,0.20,-0.37
22.351,0.13,0.27,-0.48
22.353,0.21,0.23,-0.48
22.358,0.32,0.13,-0.45
22.363,0.35,0.04,-0.39
22.368,0.29,-0.14,-0.23
22.373,0.22,-0.14,-0.03
22.379,0.06,-0.03,0.14
22.383,-0.08,0.10,0.26
22.388,-0.11,0.10,0.35
22.395,-0.07,0.04,0.46
22.399,-0.05,-0.08,0.56
22.404,-0.01,-0.33,0.52
22.411,0.16,-0.67,0.52
22.414,0.31,-0.93,0.42
22.420,0.43,-1.22,0.37
22.446,0.47,-1.24,0.22
22.448,0.34,-1.01,0.35
22.449,0.22,-0.69,0.37
22.450,0.14,-0.51,0.29
22.451,0.05,-0.28,0.16
22.452,-0.10,-0.11,-0.03
22.454,-0.20,0.03,-0.06
22.459,-0.29,0.15,-0.11
22.464,-0.38,0.25,-0.10
22.469,-0.61,0.39,-0.04
22.474,-0.63,0.22,-0.12
22.479,-0.53,0.08,-0.19
22.484,-0.47,0.03,-0.22
22.489,-0.42,-0.16,-0.18
22.495,-0.27,-0.30,-0.09
22.500,-0.34,-0.09,0.22
22.505,-0.46,0.10,0.42
22.511,-0.34,-0.08,0.27
22.515,-0.32,-0.18,0.34
22.520,-0.14,-0.49,0.03
22.562,0.14,-0.72,0.01
22.563,0.35,-0.93,0.01
22.564,0.37,-0.85,-0.04
22.564,0.28,-0.61,-0.04
22.565,0.11,-0.57,-0.12
22.565,0.20,-0.60,0.03
22.566,0.11,-0.57,0.03
22.566,0.12,-0.59,0.17
22.567,0.14,-0.52,-0.04
22.570,-0.02,-0.34,0.03
22.575,-0.05,-0.35,0.08
22.580,-0.03,-0.22,0.10
22.585,0.03,-0.27,0.06
22.591,0.14,-0.21,-0.00
22.595,0.13,-0.34,0.05
22.600,0.20,-0.34,0.06
22.605,0.33,-0.29,-0.09
22.611,0.49,-0.46,-0.13
22.615,0.48,-0.47,-0.13
22.620,0.52,-0.41,-0.21
22.628,0.50,-0.43,-0.15
22.631,0.29,-0.18,-0.11
22.635,0.18,-0.15,-0.22
22.640,0.12,-0.22,-0.20
22.672,0.11,-0.10,-0.21
22.673,0.15,-0.14,-0.25
22.674,-0.04,-0.12,-0.05
22.674,-0.15,-0.03,0.06
22.674,-0.06,-0.06,0.08
22.675,-0.01,-0.01,0.05
22.679,-0.07,-0.19,-0.03
22.680,-0.07,-0.14,0.08
22.685,0.02,-0.14,0.08
22.696,0.08,-0.26,0.05
22.697,-0.01,-0.21,0.03
22.697,0.07,-0.29,0.10
22.701,0.10,-0.32,0.17
22.705,0.13,-0.41,0.22
22.714,0.13,-0.41,0.12
22.716,0.16,-0.49,0.23
22.721,0.09,-0.61,0.34
22.759,0.18,-0.63,0.22
22.760,0.30,-0.90,0.22
22.761,0.35,-0.87,0.08
22.762,0.51,-0.82,0.05
22.762,0.51,-0.75,0.16
22.763,0.55,-0.68,0.16
22.763,0.59,-0.75,0.11
22.764,0.52,-0.62,0.10
22.766,0.51,-0.63,-0.07
22.771,0.51,-0.57,-0.13
22.776,0.56,-0.45,-0.16
22.781,0.34,-0.45,-0.14
22.786,0.34,-0.54,-0.23
22.791,0.46,-0.54,-0.15
22.796,0.65,-0.71,-0.20
22.801,0.75,-0.72,-0.13
22.806,0.68,-0.88,-0.05
22.811,0.59,-0.93,0.07
22.817,0.54,-1.10,0.22
22.822,0.56,-0.94,0.39
22.830,0.34,-0.78,0.59
22.832,0.12,-0.64,0.62
22.836,0.06,-0.48,0.40
22.841,0.05,-0.34,0.24
22.877,-0.00,-0.25,0.21
22.879,-0.12,-0.27,0.14
22.879,-0.02,-0.39,0.05
22.880,0.05,-0.43,0.08
22.881,0.09,-0.46,0.13
22.881,0.03,-0.62,0.09
22.882,0.01,-0.70,0.00
22.883,0.11,-0.68,-0.04
22.887,0.19,-0.57,-0.10
22.892,0.10,-0.38,-0.13
22.897,0.02,-0.14,-0.15
22.902,-0.08,0.12,-0.18
22.907,-0.17,-0.04,-0.14
22.914,-0.20,-0.15,0.02
22.917,-0.16,-0.30,0.30
22.922,-0.15,-0.63,0.49
22.943,-0.07,-0.87,0.50
22.944,0.03,-1.02,0.48
22.945,0.12,-1.09,0.36
22.945,0.21,-1.16,0.28
22.947,0.18,-1.12,0.24
22.952,0.02,-0.99,0.23
22.957,-0.08,-0.90,0.27
22.962,-0.05,-1.03,0.37
22.967,0.05,-1.13,0.32
22.972,0.04,-1.12,0.31
22.977,-0.03,-0.93,0.26
22.983,-0.13,-0.57,0.14
22.988,-0.22,-0.25,0.21
22.993,-0.22,-0.09,0.28
22.998,-0.21,-0.03,0.32
23.003,-0.24,-0.06,0.33
23.008,-0.11,-0.19,0.31
23.017,0.06,-0.42,0.39
23.018,0.09,-0.76,0.45
23.023,0.22,-1.14,0.32
23.054,0.46,-1.38,0.09
23.055,0.57,-1.52,-0.05
23.056,0.49,-1.49,-0.20
23.056,0.31,-1.21,-0.38
23.057,0.17,-0.92,-0.54
23.057,0.14,-0.60,-0.71
23.058,0.13,-0.24,-0.86
23.063,0.08,-0.00,-1.12
23.068,0.02,0.08,-1.23
23.073,-0.08,0.03,-1.06
23.078,-0.25,-0.08,-0.86
23.083,-0.37,-0.16,-0.67
23.088,-0.37,-0.27,-0.60
23.093,-0.24,-0.59,-0.54
23.098,-0.12,-0.81,-0.51
23.103,-0.15,-0.70,-0.51
23.108,-0.30,-0.56,-0.33
23.116,-0.24,-0.56,-0.15
23.118,-0.12,-0.67,-0.05
23.123,-0.13,-0.67,0.06
23.142,-0.18,-0.49,0.12
23.144,-0.23,-0.29,0.10
23.145,-0.26,-0.10,0.14
23.145,-0.25,-0.04,0.20
23.148,-0.26,0.08,0.19
23.153,-0.18,0.22,0.17
23.159,-0.06,0.04,0.13
23.167,0.11,-0.44,0.11
23.168,0.17,-0.79,0.20
23.174,0.12,-0.79,0.37
23.185,-0.08,-0.47,0.52
23.187,-0.17,-0.19,0.50
23.189,-0.00,-0.32,0.58
23.194,0.04,-0.50,0.72
23.202,0.07,-0.54,0.74
23.204,0.13,-0.43,0.62
23.210,0.28,-0.43,0.40
23.220,0.52,-0.62,0.25
23.221,0.61,-0.76,0.32
23.224,0.65,-0.52,0.24
23.250,0.65,-0.14,0.28
23.252,0.53,0.07,0.52
23.252,0.48,-0.07,0.65
23.253,0.56,0.08,0.67
23.254,0.57,0.16,0.78
23.255,0.55,0.23,0.85
23.259,0.64,-0.03,0.91
23.264,0.62,-0.29,0.82
23.269,0.71,-0.48,0.60
23.274,0.81,-0.81,0.40
23.288,0.91,-1.14,0.22
23.289,0.90,-1.22,0.10
23.290,0.82,-1.06,0.05
23.294,0.67,-0.86,-0.24
23.302,0.42,-0.60,-0.30
23.304,0.34,-0.45,-0.44
23.309,0.26,-0.33,-0.50
23.317,0.17,-0.19,-0.34
23.319,-0.05,0.00,-0.11
23.324,-0.17,0.18,0.02
23.359,-0.23,0.37,0.10
23.360,-0.31,0.42,0.18
23.360,-0.51,0.42,0.32
23.361,-0.63,0.38,0.34
23.361,-0.63,0.23,0.36
23.361,-0.56,0.03,0.37
23.364,-0.38,-0.48,0.39
23.365,-0.26,-0.82,0.19
23.370,-0.18,-0.91,0.17
23.375,-0.29,-1.13,0.02
23.380,-0.25,-0.86,-0.08
23.385,-0.37,-0.62,0.00
23.393,-0.58,-0.42,0.08
23.395,-0.60,0.02,0.06
23.400,-0.71,0.47,-0.00
23.405,-0.78,0.79,-0.03
23.410,-0.87,0.85,-0.17
23.424,-0.93,0.78,-0.16
23.425,-0.74,0.65,-0.25
23.426,-0.63,0.41,-0.32
23.430,-0.39,0.22,-0.22
23.435,-0.27,0.20,-0.09
23.440,-0.14,0.04,-0.19
23.448,0.05,0.02,-0.01
23.450,0.35,-0.09,0.01
23.455,0.48,-0.04,0.30
23.461,0.46,0.02,0.50
23.466,0.38,0.28,0.59
23.470,0.55,0.53,0.62
23.478,0.61,0.58,0.51
23.480,0.71,0.56,0.57
23.486,0.77,0.42,0.54
23.490,0.95,0.55,0.50
23.496,1.00,0.55,0.28
23.496,1.27,0.41,0.28
23.502,1.31,0.42,0.26
23.508,1.15,0.34,0.43
23.511,1.09,0.36,0.22
23.531,1.05,0.36,0.17
23.532,0.96,0.07,0.10
23.533,0.93,0.21,0.19
23.535,0.82,0.29,0.21
23.539,0.54,0.27,0.56
23.541,0.41,0.29,0.84
23.546,0.34,0.28,0.78
23.551,0.36,0.11,0.75
23.556,0.49,-0.05,0.72
23.561,0.60,-0.26,0.62
23.568,0.50,-0.26,0.59
23.571,0.35,-0.23,0.61
23.576,0.16,0.01,0.37
23.581,0.05,0.14,0.08
23.586,-0.03,0.29,0.02
23.591,-0.23,0.40,-0.09
23.601,-0.21,0.41,-0.22
23.602,-0.22,0.46,-0.26
23.606,-0.37,0.48,-0.17
23.613,-0.58,0.22,-0.25
23.629,-0.82,-0.06,-0.29
23.630,-0.89,-0.01,-0.43
23.630,-0.92,0.21,-0.52
23.636,-0.74,0.24,-0.55
23.637,-0.58,0.07,-0.57
23.641,-0.68,0.02,-0.57
23.646,-0.71,0.11,-0.44
23.651,-0.83,-0.06,-0.29
23.659,-1.04,-0.18,-0.09
23.661,-1.31,-0.19,0.12
23.667,-1.59,-0.10,0.43
23.672,-1.90,-0.38,0.65
23.677,-2.36,-1.53,1.39
23.682,-2.38,-1.53,1.29
23.689,-2.38,-0.87,0.86
23.692,-2.25,-0.38,0.69
23.697,-1.70,0.29,0.22
23.702,-0.97,0.87,-0.23
23.707,-0.02,1.12,-0.51
23.712,0.79,1.22,-0.56
23.720,1.19,1.15,-0.61
23.722,1.53,1.08,-0.59
23.727,1.78,0.97,-0.51
23.732,1.84,0.83,-0.45
23.743,1.85,0.45,-0.40
23.744,1.78,0.01,-0.33
23.752,1.68,-0.24,-0.25
23.754,1.49,-0.35,-0.12
23.757,1.18,-0.48,0.01
23.763,0.95,-0.72,0.17
23.767,0.68,-0.97,0.31
23.772,0.36,-1.00,0.49
23.792,0.08,-0.99,0.63
23.793,-0.12,-1.16,0.72
23.794,-0.43,-1.34,0.73
23.794,-0.88,-1.34,0.77
23.798,-1.34,-1.38,0.86
23.803,-1.57,-1.64,0.96
23.808,-1.49,-2.05,0.82
23.813,-1.37,-2.57,0.52
23.832,-1.40,-2.86,0.23
23.833,-1.42,-2.77,-0.13
23.833,-1.44,-2.44,-0.52
23.834,-1.41,-2.06,-0.58
23.838,-1.20,-1.64,-0.41
